,id,tweet_url,created_at,parsed_created_at,user_screen_name,text,tweet_type,coordinates,hashtags,media,urls,favorite_count,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,retweet_or_quote_id,retweet_or_quote_screen_name,retweet_or_quote_user_id,source,user_id,user_created_at,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_statuses_count,user_time_zone,user_urls,user_verified,clean_text,topic_id
140140,1458494373784588294,https://twitter.com/RepValDemings/status/1458494373784588294,Wed Nov 10 17:58:50 +0000 2021,2021-11-10T17:58:50+00:00,RepValDemings,"Child care costs can consume the budgets of low-income homes. Guaranteed, safe child care is essential to rebuilding our economy for our working class families.",original,,,,,294,,,,en,,,62,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",798973032362606600,Wed Nov 16 19:36:29 +0000 2016,False,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,5988,458842,893,2207,"Washington, DC I Orlando, FL",Rep. Val Demings,13802,,http://demings.house.gov,True,Child care costs can consume the budgets of lowincome homes Guaranteed safe child care is essential to rebuilding our economy for our working class families,1081
140166,1457719350618644487,https://twitter.com/RepValDemings/status/1457719350618644487,Mon Nov 08 14:39:10 +0000 2021,2021-11-08T14:39:10+00:00,RepValDemings,Your health needs should never put you or your family in debt.,original,,,,,2643,,,,en,,,323,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",798973032362606600,Wed Nov 16 19:36:29 +0000 2016,False,U.S. Representative Florida's 10th Congressional District. Public Servant. Former Orlando Police Chief. Christian. Wife. Mother. Grandmother. Harley Enthusiast.,5988,458842,893,2207,"Washington, DC I Orlando, FL",Rep. Val Demings,13802,,http://demings.house.gov,True,Your health needs should never put you or your family in debt,118
141026,1551542078353674240,https://twitter.com/marcorubio/status/1551542078353674240,Mon Jul 25 12:17:12 +0000 2022,2022-07-25T12:17:12+00:00,marcorubio,Many of our oldest &amp; now “elite” universities began as Christian schools  I am hopeful we are reclaiming that tradition with new Christian colleges that will prepare American workers with the skills they need for good 21st century jobs https://t.co/lZ5gztREcx,original,,,,https://www.washingtonexaminer.com/policy/education/catholic-college-provide-degree-trade-certification-15k-a-year,570,,,,en,,0.0,83,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",15745368,Wed Aug 06 03:07:06 +0000 2008,False,"Christian,Husband,Father,AMERICAN,Senator for Florida, BANNED in China & Russia. Instagram:@marcorubio Truth:@marcorubio #GatorNation #FinsUp",1634,4414246,2545,17259,United States,Marco Rubio,16424,,http://marcorubio.com,True,Many of our oldest amp now elite universities began as Christian schools  I am hopeful we are reclaiming that tradition with new Christian colleges that will prepare American workers with the skills they need for good st century jobs ,533
141031,1550623835459932160,https://twitter.com/marcorubio/status/1550623835459932160,Fri Jul 22 23:28:26 +0000 2022,2022-07-22T23:28:26+00:00,marcorubio,Association which administers medical college admissions test (MCAT) calls for students to demonstrate competence in “white privilege”“anti-colonialism” &amp; “race as a social construct”  Because marxists are only satisfied by complete power over everything  https://t.co/2YdiQnbTJz,original,,,,https://www.aamc.org/data-reports/report/diversity-equity-and-inclusion-competencies-across-learning-continuum,385,,,,en,,0.0,83,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",15745368,Wed Aug 06 03:07:06 +0000 2008,False,"Christian,Husband,Father,AMERICAN,Senator for Florida, BANNED in China & Russia. Instagram:@marcorubio Truth:@marcorubio #GatorNation #FinsUp",1634,4414246,2545,17259,United States,Marco Rubio,16424,,http://marcorubio.com,True,Association which administers medical college admissions test MCAT calls for students to demonstrate competence in white privilegeanticolonialism amp race as a social construct  Because marxists are only satisfied by complete power over everything  ,533
141170,1531983977929756682,https://twitter.com/marcorubio/status/1531983977929756682,Wed Jun 01 13:00:17 +0000 2022,2022-06-01T13:00:17+00:00,marcorubio,"Biden will be cutting off Pell Grants,school lunches &amp; billions of other federal education dollars to any school or college that refuses to follow his new &amp; radical transgender &amp; LGBT policies",original,,,,,4594,,,,en,,,1648,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",15745368,Wed Aug 06 03:07:06 +0000 2008,False,"Christian,Husband,Father,AMERICAN,Senator for Florida, BANNED in China & Russia. Instagram:@marcorubio Truth:@marcorubio #GatorNation #FinsUp",1634,4414246,2545,17259,United States,Marco Rubio,16424,,http://marcorubio.com,True,Biden will be cutting off Pell Grantsschool lunches amp billions of other federal education dollars to any school or college that refuses to follow his new amp radical transgender amp LGBT policies,1081
143812,1273314979421343752,https://twitter.com/marcorubio/status/1273314979421343752,Wed Jun 17 18:02:02 +0000 2020,2020-06-17T18:02:02+00:00,marcorubio,As we requested @SBAgov has a released a simplified form to apply for #PPP loan forgiveness.   https://t.co/c8zs7NFJOX,original,,PPP,,https://content.sba.gov/sites/default/files/2020-06/PPP%20Loan%20Forgiveness%20Application%20%28Revised%206.16.2020%29.pdf,108,,,,en,,0.0,16,,,,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",15745368,Wed Aug 06 03:07:06 +0000 2008,False,"Christian,Husband,Father,AMERICAN,Senator for Florida, BANNED in China & Russia. Instagram:@marcorubio Truth:@marcorubio #GatorNation #FinsUp",1634,4414246,2545,17259,United States,Marco Rubio,16424,,http://marcorubio.com,True,As we requested SBAgov has a released a simplified form to apply for PPP loan forgiveness   ,575
144068,1261449353710891009,https://twitter.com/marcorubio/status/1261449353710891009,Sat May 16 00:12:17 +0000 2020,2020-05-16T00:12:17+00:00,marcorubio,The forgiveness forms for #PPP have been released by @USTreasury. They can be found here:  https://t.co/bePTip6egp,original,,PPP,,https://home.treasury.gov/system/files/136/3245-0407-SBA-Form-3508-PPP-Forgiveness-Application.pdf,276,,,,en,,0.0,53,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",15745368,Wed Aug 06 03:07:06 +0000 2008,False,"Christian,Husband,Father,AMERICAN,Senator for Florida, BANNED in China & Russia. Instagram:@marcorubio Truth:@marcorubio #GatorNation #FinsUp",1634,4414246,2545,17259,United States,Marco Rubio,16424,,http://marcorubio.com,True,The forgiveness forms for PPP have been released by USTreasury They can be found here  ,575
145351,1470845532977303552,https://twitter.com/bgmasters/status/1470845532977303552,Tue Dec 14 19:57:56 +0000 2021,2021-12-14T19:57:56+00:00,bgmasters,"The student loan market is a $1.6 trillion Ponzi scheme that provides $325,000 salaries to bureaucrats who pretend they are ""oppressed.""  One solution is to make universities partially liable for student loan defaults. Force them to have skin in the game. https://t.co/lCkd1offyr",retweet,,,,,3770,,,,en,,,914,1.470797414634193e+18,realchrisrufo,3066800573.0,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",117338050,Thu Feb 25 07:44:44 +0000 2010,False,Running for U.S. Senate in Arizona 🌵🇺🇸  Endorsed by President Trump,6491,170574,2461,931,Tucson AZ,Blake Masters,2244,,http://blakemasters.com,True,The student loan market is a  trillion Ponzi scheme that provides  salaries to bureaucrats who pretend they are oppressed  One solution is to make universities partially liable for student loan defaults Force them to have skin in the game ,497
146486,1541883158450274306,https://twitter.com/SenMarkKelly/status/1541883158450274306,Tue Jun 28 20:36:06 +0000 2022,2022-06-28T20:36:06+00:00,SenMarkKelly,Now a college education at @UArizona will be tuition-free for Native students.   This is great news. https://t.co/vhIwp67WlV,original,,,,https://tucson.com/news/local/subscriber/native-students-to-get-free-tuition-at-ua/article_fb33ae4a-f648-11ec-bdcc-335f83b63054.html,225,,,,en,,0.0,39,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1324926274888888320,Sat Nov 07 04:12:32 +0000 2020,False,"United States Senator for Arizona. Father, husband, Navy combat veteran, and retired NASA astronaut.",141,135380,1,691,"Arizona, USA",Senator Mark Kelly,1467,,http://kelly.senate.gov,True,Now a college education at UArizona will be tuitionfree for Native students   This is great news ,494
146497,1539986545456910336,https://twitter.com/SenMarkKelly/status/1539986545456910336,Thu Jun 23 14:59:38 +0000 2022,2022-06-23T14:59:38+00:00,SenMarkKelly,"Over the past 50 years, Pell Grants have helped millions of students earn a college degree.   Earlier this year, we secured the largest Pell Grant increase in a decade. I’ll keep working to strengthen higher education access for Arizonans. https://t.co/FX17isiQ9i",original,,,,https://www.forbes.com/sites/petermcpherson/2022/06/21/50-years-on-pell-grants-have-transformed-the-lives-of-millions-of-students,114,,,,en,,0.0,16,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1324926274888888320,Sat Nov 07 04:12:32 +0000 2020,False,"United States Senator for Arizona. Father, husband, Navy combat veteran, and retired NASA astronaut.",141,135380,1,691,"Arizona, USA",Senator Mark Kelly,1467,,http://kelly.senate.gov,True,Over the past  years Pell Grants have helped millions of students earn a college degree   Earlier this year we secured the largest Pell Grant increase in a decade Ill keep working to strengthen higher education access for Arizonans ,1081
146579,1531838687167885312,https://twitter.com/SenMarkKelly/status/1531838687167885312,Wed Jun 01 03:22:57 +0000 2022,2022-06-01T03:22:57+00:00,SenMarkKelly,Deploying more wind energy is an important step towards a more sustainable energy future. Congratulations to @NAU for being one of the universities leading the way.     https://t.co/S56Ghx8xD5,original,,,,https://www.energy.gov/eere/articles/doe-announces-winners-2022-collegiate-wind-competition,89,,,,en,,0.0,17,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1324926274888888320,Sat Nov 07 04:12:32 +0000 2020,False,"United States Senator for Arizona. Father, husband, Navy combat veteran, and retired NASA astronaut.",141,135380,1,691,"Arizona, USA",Senator Mark Kelly,1467,,http://kelly.senate.gov,True,Deploying more wind energy is an important step towards a more sustainable energy future Congratulations to NAU for being one of the universities leading the way     ,533
146797,1504605517594992650,https://twitter.com/SenMarkKelly/status/1504605517594992650,Thu Mar 17 23:48:04 +0000 2022,2022-03-17T23:48:04+00:00,SenMarkKelly,The government funding bill we passed includes a big increase in Pell Grants and workforce training programs.   It's going to get more Arizonans the skills and training they need to secure good-paying jobs.,original,,,,,350,,,,en,,,63,,,,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",1324926274888888320,Sat Nov 07 04:12:32 +0000 2020,False,"United States Senator for Arizona. Father, husband, Navy combat veteran, and retired NASA astronaut.",141,135380,1,691,"Arizona, USA",Senator Mark Kelly,1467,,http://kelly.senate.gov,True,The government funding bill we passed includes a big increase in Pell Grants and workforce training programs   Its going to get more Arizonans the skills and training they need to secure goodpaying jobs,1081
148002,1563318295528239108,https://twitter.com/AdamLaxalt/status/1563318295528239108,Sat Aug 27 00:11:41 +0000 2022,2022-08-27T00:11:41+00:00,AdamLaxalt,The highest average student debt per borrower resides in DC. Nevadans (75% of which don’t even have a degree) are now on the hook to pay for Biden’s Student Debt Bailout.  I joined @hughhewitt to discuss why this is wrong &amp; why @CortezMasto’s response is nothing but a stunt. https://t.co/5N3TiN2orr,original,,,https://pbs.twimg.com/ext_tw_video_thumb/1563317989545426944/pu/img/w7TZlME1wXvgZvDY.jpg,,160,,,,en,,0.0,64,,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",1170886272,Tue Feb 12 04:34:31 +0000 2013,False,"Husband, Father of 4, 4th Gen Nevadan & Navy & Iraq Vet. Fmr. Attorney General of NV, Georgetown U and Law, Fmr. Co-Chair Trump Campaign NV, Candidate US Senate",1339,60441,1432,381,Nevada,Adam Paul Laxalt,6134,,http://www.adamlaxalt.com,True,The highest average student debt per borrower resides in DC Nevadans  of which dont even have a degree are now on the hook to pay for Bidens Student Debt Bailout  I joined hughhewitt to discuss why this is wrong amp why CortezMastos response is nothing but a stunt ,497
